start	end	locality_key	plot	life_condition	coordinates	_coordinates_latitude	_coordinates_longitude	_coordinates_altitude	_coordinates_precision	person_key	tree_number	sampled	photo_tree	tree_diameter_category	tree_heigth	tree_nodes	tree_health	tree_health/healthy	tree_health/ozone	tree_health/fungi	tree_health/drougth	tree_health/worm	tree_health/insect	tree_health/acid_rain	tree_health/other	ozone_damage_percentage	ozone_damage_percentage/less_10	ozone_damage_percentage/10-40	ozone_damage_percentage/50	ozone_damage_percentage/50-70	ozone_damage_percentage/70-100	ozone_damage_percentage/option_6	other_damages_percentage	other_damages_percentage/less_10	other_damages_percentage/10-40	other_damages_percentage/50	other_damages_percentage/50-70	other_damages_percentage/70-100	other_damages_percentage/option_6	photo_health	bud	photo_bud	branch_nodes	nodes_with_leaves	photo_branch	cones	cone_sex	photo_cones	tree_exposition	surronding_vegetation	surronding_vegetation/fir	surronding_vegetation/pine	surronding_vegetation/oak	surronding_vegetation/bush	surronding_vegetation/grass	surronding_vegetation/other	reforested	reforestation_code	__version__	_version_	_Se_colectaron_ac_culas	_id	_uuid	_submission_time	_validation_status	_index							
2020-12-15T13:34:54.323-06:00	2020-12-15T13:38:36.042-06:00	CX	4	alive	19.2921874 -99.2993155 3549.064450408332 6.974	19.2921874	-99.2993155	3549.06445	6.974	F	17	yes	1608060959519.jpg	0.5_cm	0.6	6	healthy	1	0	0	0	0	0	0	0															1608061034145.jpg	not_visible	1608061058281.jpg	4	3	1608061103655.jpg	no			cover	fir pine grass	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7250	3cc77a33-74ea-4fe8-9afb-6086556ce8ee	2020-12-16T00:49:44		242	1	0	0	0	0	0	0
2020-12-15T13:38:41.283-06:00	2020-12-15T13:44:12.449-06:00	CX	4	alive	19.292189 -99.2993025 3417.138168453239 5.714	19.292189	-99.2993025	3417.138168	5.714	F	18	yes	1608061214823.jpg	30_cm	7	14	healthy	1	0	0	0	0	0	0	0															1608061309948.jpg	closed	1608061368357.jpg	9	6	1608061427804.jpg	no			cover	fir pine grass	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7251	23ad4dc2-183d-431f-b6e6-b3cbf9f8ed22	2020-12-16T00:49:54		243	1	0	0	0	0	0	0
2020-12-15T13:44:22.708-06:00	2020-12-15T13:49:29.550-06:00	CX	4	alive	19.2923874 -99.2991334 3478.5841808300465 5.0	19.2923874	-99.2991334	3478.584181	5	F	19	yes	1608061524887.jpg	6_cm	6.5	10	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608061667339.jpg	not_visible	1608061700156.jpg	6	3	1608061745840.jpg	no			cover	fir pine grass bush	1	1	0	1	1	0	yes	NP	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7252	5649d914-2803-441d-981c-9bd5dd99bd2b	2020-12-16T00:50:02		244	1	0	0	0	0	0	0
2020-12-15T13:49:41.953-06:00	2020-12-15T13:53:19.872-06:00	CX	4	alive	19.2922483 -99.2990195 3506.760825361125 5.0	19.2922483	-99.2990195	3506.760825	5	F	20	yes	1608061841508.jpg	0.5_cm	0.4	5	healthy	1	0	0	0	0	0	0	0															1608061884356.jpg	not_visible	1608061940479.jpg	4	4	1608061971498.jpg	no			cover	fir pine bush grass other	1	1	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7253	6113163d-8834-4ee4-b55e-6f91fbdada32	2020-12-16T00:50:13		245	1	0	0	0	0	0	0
2020-12-15T14:20:21.793-06:00	2020-12-15T14:26:48.459-06:00	CX	4	alive	19.2921346 -99.2992468 3442.7277636965737 5.756	19.2921346	-99.2992468	3442.727764	5.756	F	21	yes	1608063798447.jpg	2_cm	5	10	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608063885495.jpg	not_visible	1608063915648.jpg	7	2	1608063975652.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7254	8ff448d2-91ce-4fe6-b4c5-e6ff4b9876c0	2020-12-16T00:50:23		246	1	0	0	0	0	0	0
2020-12-15T14:26:52.433-06:00	2020-12-15T14:30:05.862-06:00	CX	4	alive	19.2922235 -99.2991104 3479.2623380525038 5.753	19.2922235	-99.2991104	3479.262338	5.753	F	22	yes	1608064083300.jpg	0.5_cm	0.5	6	healthy	1	0	0	0	0	0	0	0															1608064121060.jpg	not_visible	1608064138906.jpg	5	4	1608064191279.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7255	c2035fdc-487e-493b-8c17-456e7b74e7a1	2020-12-16T00:50:33		247	1	0	0	0	0	0	0
2020-12-15T14:30:15.543-06:00	2020-12-15T14:33:53.835-06:00	CX	4	alive	19.292184 -99.2990512 3471.989550967701 5.437	19.292184	-99.2990512	3471.989551	5.437	F	23	yes	1608064347231.jpg	0.5_cm	0.4	5	healthy	1	0	0	0	0	0	0	0															1608064375755.jpg	not_visible	1608064390112.jpg	4	4	1608064411824.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7256	0629bec8-7ee3-4bac-887d-77dd149be7c0	2020-12-16T00:50:44		248	1	0	0	0	0	0	0
2020-12-15T14:33:57.755-06:00	2020-12-15T14:36:56.979-06:00	CX	4	alive	19.2921142 -99.2990001 3477.709250487387 5.0	19.2921142	-99.2990001	3477.70925	5	F	24	yes	1608064480261.jpg	0.5_cm	0.4	5	acid_rain	0	0	0	0	0	0	1	0								less_10	1	0	0	0	0	0	1608064559710.jpg	not_visible	1608064575075.jpg	3	3	1608064597997.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7257	53606272-cd58-4f4a-80b3-bd60a69e1354	2020-12-16T00:50:59		249	1	0	0	0	0	0	0
2020-12-15T14:37:02.344-06:00	2020-12-15T14:41:57.846-06:00	CX	4	alive	19.2921757 -99.2993399 3435.0386379053816 5.604	19.2921757	-99.2993399	3435.038638	5.604	F	25	yes	1608064765605.jpg	0.5_cm	0.5	5	healthy	1	0	0	0	0	0	0	0															1608064817203.jpg	not_visible	1608064835432.jpg	2	2	1608064897496.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7258	4e496457-a2a6-4d8a-b35b-bc7ba53684d6	2020-12-16T00:51:19		250	1	0	0	0	0	0	0
2020-12-15T14:42:01.480-06:00	2020-12-15T14:44:33.997-06:00	CX	4	alive	19.2919394 -99.2992214 3380.8535333164036 5.0	19.2919394	-99.2992214	3380.853533	5	F	26	yes	1608064963518.jpg	0.5_cm	0.3	5	healthy	1	0	0	0	0	0	0	0															1608064993195.jpg	not_visible	1608065027751.jpg	4	4	1608065060870.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7259	754e6003-11fe-4409-91ce-3ee69d1a3bb8	2020-12-16T00:51:29		251	1	0	0	0	0	0	0
2020-12-15T14:44:39.896-06:00	2020-12-15T14:48:05.902-06:00	CX	4	alive	19.2921127 -99.299024 3477.48192488309 5.0	19.2921127	-99.299024	3477.481925	5	F	27	yes	1608065156864.jpg	0.5_cm	0.3	5	healthy	1	0	0	0	0	0	0	0															1608065194609.jpg	not_visible	1608065213593.jpg	3	3	1608065272935.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7260	2606381d-e3d9-4917-9f58-96683760ea9e	2020-12-16T00:51:38		252	1	0	0	0	0	0	0
2020-12-15T14:48:09.441-06:00	2020-12-15T14:51:42.243-06:00	CX	4	alive	19.2922481 -99.299246 3466.845716387499 5.0	19.2922481	-99.299246	3466.845716	5	F	28	yes	1608065345403.jpg	0.5_cm	0.3	5	healthy	1	0	0	0	0	0	0	0															1608065393803.jpg	not_visible	1608065413067.jpg	2	2	1608065486275.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7261	9b0d5574-ceb8-45a9-83da-2d67df5c37ec	2020-12-16T00:51:49		253	1	0	0	0	0	0	0
2020-12-15T14:51:49.046-06:00	2020-12-15T14:55:17.180-06:00	CX	4	alive	19.2923065 -99.2991752 3506.4718825314194 5.0	19.2923065	-99.2991752	3506.471883	5	F	29	yes	1608065580530.jpg	0.5_cm	0.5	5	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608065626374.jpg	not_visible	1608065645960.jpg	4	1	1608065704876.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7262	c8b5a1b2-b97e-4873-a70d-418513685d34	2020-12-16T00:51:57		254	1	0	0	0	0	0	0
2020-12-15T14:55:22.054-06:00	2020-12-15T14:57:47.595-06:00	CX	4	alive	19.2923151 -99.2990653 3477.2124175867066 5.0	19.2923151	-99.2990653	3477.212418	5	F	30	yes	1608065775994.jpg	0.5_cm	0.4	5	healthy	1	0	0	0	0	0	0	0															1608065812329.jpg	not_visible	1608065826953.jpg	4	4	1608065855969.jpg	no			cover	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7263	431b9fe5-817a-438f-9d95-85ba7435f985	2020-12-16T00:52:17		255	1	0	0	0	0	0	0
2020-12-15T15:03:18.146-06:00	2020-12-15T15:06:23.071-06:00	CX	6	alive	19.2925534 -99.298874 3460.021240234375 4.502	19.2925534	-99.298874	3460.02124	4.502	H	23	yes	1608066249594.jpg	0.5_cm	40		ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608066297485.jpg	closed	1608066317644.jpg	3	3	1608066362561.jpg	no			exposed	fir other	1	0	0	0	0	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7264	05109d9c-062e-41d9-97a8-77204ae9ac69	2020-12-16T00:57:23		256	1	0	0	0	0	0	0
2020-12-15T15:07:03.257-06:00	2020-12-15T15:09:42.856-06:00	CX	6	alive	19.2925167 -99.2988893 3474.831298828125 4.561	19.2925167	-99.2988893	3474.831299	4.561	H	24	yes	1608066483054.jpg	1_cm	40		healthy	1	0	0	0	0	0	0	0															1608066511911.jpg	closed	1608066532296.jpg	4	3	1608066563268.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7265	f38bdbb9-87ff-4b78-97b5-5606b558f4b1	2020-12-16T00:57:47		257	1	0	0	0	0	0	0
2020-12-15T15:09:46.500-06:00	2020-12-15T15:12:58.383-06:00	CX	6	alive	19.2925774 -99.2988798 3498.90771484375 4.824	19.2925774	-99.2988798	3498.907715	4.824	H	25	yes	1608066652343.jpg	1_cm	1	5	healthy	1	0	0	0	0	0	0	0															1608066712867.jpg	closed	1608066737690.jpg	4	3	1608066763543.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7266	ac0c6bf9-7e9c-4c1e-a792-a6ab74da2152	2020-12-16T00:58:14		258	1	0	0	0	0	0	0
2020-12-15T14:31:28.271-06:00	2020-12-15T14:40:00.392-06:00	CX	6	alive	19.2925372 -99.2988501 3489.702392578125 4.716	19.2925372	-99.2988501	3489.702393	4.716	H	18	yes	1608064585742.jpg	10_cm	7	13	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608064693481.jpg	closed	1608064708962.jpg	9	5	1608064760841.jpg	no			exposed	fir other	1	0	0	0	0	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7268	eb53e336-ac6f-45cc-bcc8-a6a21a8b56ef	2020-12-16T01:19:51		259	1	0	0	0	0	0	0
2020-12-15T14:45:35.586-06:00	2020-12-15T14:51:23.423-06:00	CX	6	alive	19.2926957 -99.2988308 3514.629150390625 6.003	19.2926957	-99.2988308	3514.62915	6.003	H	20	yes	1608065333333.jpg	2_cm	3	8	ozone	0	1	0	0	0	0	0	0	50	0	0	1	0	0	0								1608065390971.jpg	closed	1608065415162.jpg	6	5	1608065454240.jpg	no			cover	fir pine other	1	1	0	0	0	1	yes	Np	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7269	10e14fcc-1a58-4bb7-8d76-3759c8051800	2020-12-16T01:20:43		260	1	0	0	0	0	0	0
2020-12-15T14:53:15.637-06:00	2020-12-15T14:57:15.290-06:00	CX	6	alive	19.2924968 -99.2988921 3470.218017578125 4.931	19.2924968	-99.2988921	3470.218018	4.931	H	21	yes	1608065707692.jpg	1_cm	80		healthy	1	0	0	0	0	0	0	0															1608065753122.jpg	closed	1608065769983.jpg	4	3	1608065808723.jpg	no			exposed	fir other	1	0	0	0	0	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7270	3e09dd93-4e72-4641-a6ee-a346547f6447	2020-12-16T01:21:13		261	1	0	0	0	0	0	0
2020-12-15T14:59:21.182-06:00	2020-12-15T15:02:02.491-06:00	CX	6	alive	19.2925315 -99.2988884 3479.776123046875 4.716	19.2925315	-99.2988884	3479.776123	4.716	H	22	yes	1608066005658.jpg	1_cm	1	6	healthy	1	0	0	0	0	0	0	0															1608066053822.jpg	closed	1608066071713.jpg	5	3	1608066105273.jpg	no			exposed	fir other	1	0	0	0	0	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7271	98277811-fead-4758-a69a-345ac6980ad0	2020-12-16T01:21:43		262	1	0	0	0	0	0	0
2020-12-17T10:13:30.796-06:00	2020-12-17T10:20:58.679-06:00	CX	16	dead	19.2857973 -99.3018476 3468.2 4.8	19.2857973	-99.3018476	3468.2	4.8				1608221736344.jpg	40_cm	6	9																																	exposed	other grass bush	0	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7806	6c27037d-8a62-4582-9f08-b6c9342a9f86	2020-12-17T22:53:44		263	1	0	0	0	0	0	0
2020-12-16T00:27:51.109-06:00		CX																																																									vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7357	3292e7a4-d5d9-4ffb-a84a-4cf7607db3e6	2020-12-17T00:51:59		264	1	0	0	0	0	0	0
2020-12-15T11:32:59.371-06	2020-12-15T11:47:32.392-06	CX	2	alive	19.29076547 -99.29896542 3551.0 5.0	19.29076547	-99.29896542	3551	5	I	3	yes	1608053947395.jpg	6_cm	2.7	10	healthy	1	0	0	0	0	0	0	0															1608054052881.jpg	closed	1608054264939.jpg	3	3	1608054342779.jpg	no			cover	grass	0	0	0	0	1	0	yes	Np	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7274	cf44eb5f-b0d9-4c02-9adc-b4566bc0954d	2020-12-16T01:28:13		265	1	0	0	0	0	0	0
2020-12-15T11:01:10.770-06:00	2020-12-15T11:08:18.890-06:00	CX	1	alive						J	4	yes	1608051864336.jpg	6_cm	3	6	healthy	1	0	0	0	0	0	0	0															1608051925761.jpg	closed	1608051953157.jpg	5	5	1608052051505.jpg	no			cover	bush grass other	0	0	0	1	1	1	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7086	2e7c8a93-d3d4-42ba-a118-7f9ccd527317	2020-12-15T23:36:33		266	1	0	0	0	0	0	0
2020-12-15T11:11:57.132-06:00	2020-12-15T11:25:51.426-06:00	CX	1	alive	19.2901113 -99.2990667 3533.0 5.9	19.2901113	-99.2990667	3533	5.9	J	5	yes	1608052933279.jpg	6_cm	3	7	healthy	1	0	0	0	0	0	0	0															1608053057282.jpg	closed	1608053080721.jpg	4	4	1608053120176.jpg	no			exposed	pine fir bush	1	1	0	1	0	0	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7276	1e7a362e-ca71-4af9-ab9c-62b3b77695e6	2020-12-16T01:58:37		267	1	0	0	0	0	0	0
2020-12-15T11:28:38.179-06:00	2020-12-15T11:35:35.663-06:00	CX	1	alive	19.2901359 -99.2991448 3521.0 8.25	19.2901359	-99.2991448	3521	8.25	J	6	yes	1608053563815.jpg	6_cm	3	4	healthy	1	0	0	0	0	0	0	0															1608053625164.jpg	closed	1608053657998.jpg	5	5	1608053708081.jpg	no			exposed	bush grass other	0	0	0	1	1	1	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7277	b0d2bd9b-9ca6-459c-9d31-fe3c671cfa6f	2020-12-16T01:59:59		268	1	0	0	0	0	0	0
2020-12-15T11:44:57.936-06:00	2020-12-15T11:51:13.196-06:00	CX	1	alive	19.2901234 -99.2992243 3515.0 4.947	19.2901234	-99.2992243	3515	4.947	J	8	yes	1608054511292.jpg	0.5_cm	0.4	2	healthy	1	0	0	0	0	0	0	0															1608054579060.jpg	closed	1608054601311.jpg	2	2	1608054657885.jpg	no			exposed	bush grass other	0	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7278	066d9e65-4990-4120-9c75-343608639b36	2020-12-16T02:14:51		269	1	0	0	0	0	0	0
2020-12-15T11:53:03.261-06:00	2020-12-15T11:59:04.351-06:00	CX	1	alive	19.2903482 -99.2993174 3497.0 7.4	19.2903482	-99.2993174	3497	7.4	J	9	yes	1608055026727.jpg	0.5_cm	25		ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608055073636.jpg	closed	1608055094138.jpg	2	2	1608055124010.jpg	no			cover	grass other bush	0	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7279	8c41be50-3d4a-4f9d-935c-3b9332f7bedd	2020-12-16T02:15:00		270	1	0	0	0	0	0	0
2020-12-15T11:59:32.642-06:00	2020-12-15T12:05:41.850-06:00	CX	1	alive	19.2902733 -99.299024 3538.0 8.2	19.2902733	-99.299024	3538	8.2	J	10	yes	1608055326767.jpg	0.5_cm	0.4	2	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608055468239.jpg	closed	1608055485402.jpg	1	1	1608055524435.jpg	no			cover	bush grass other	0	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7280	2a79990c-df48-4b27-8d84-38ce00af1a29	2020-12-16T02:15:11		271	1	0	0	0	0	0	0
2020-12-15T12:29:46.318-06:00	2020-12-15T12:42:58.667-06:00	CX	4	alive	19.2924107 -99.29936 3423.0 13.277	19.2924107	-99.29936	3423	13.277	J	11	yes	1608057586504.jpg	2_cm	3	5	healthy	1	0	0	0	0	0	0	0															1608057676176.jpg	closed	1608057703220.jpg	5	4	1608057748140.jpg	no			cover	bush grass	0	0	0	1	1	0	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7282	60d645e2-3596-4f8b-8046-af0f0be22fe9	2020-12-16T02:15:22		272	1	0	0	0	0	0	0
2020-12-15T12:44:16.447-06:00	2020-12-15T12:50:13.980-06:00	CX	4	alive	19.2923552 -99.2991586 3441.0 5.6	19.2923552	-99.2991586	3441	5.6	J	12	yes	1608058108190.jpg	0.5_cm	0.5	3	healthy	1	0	0	0	0	0	0	0															1608058150458.jpg	closed	1608058168944.jpg	2	2	1608058194354.jpg	no			cover	grass other bush	0	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7283	dcfe8907-7d3f-4ce7-8aa3-30331c17749d	2020-12-16T02:15:32		273	1	0	0	0	0	0	0
2020-12-15T12:50:59.805-06:00	2020-12-15T12:58:23.100-06:00	CX	4	alive	19.2920398 -99.2989112 3417.0 9.416	19.2920398	-99.2989112	3417	9.416	J	13	yes	1608058590054.jpg	0.5_cm	0.5	2	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608058639314.jpg	closed	1608058657595.jpg	2	2	1608058689059.jpg	no			cover	fir bush grass other	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7284	aa6be066-eb06-42f4-bea1-7a9668180bb0	2020-12-16T02:15:40		274	1	0	0	0	0	0	0
2020-12-15T12:58:26.859-06:00	2020-12-15T13:09:18.788-06:00	CX	4	alive	19.292261 -99.299057 3473.0 5.0	19.292261	-99.299057	3473	5	J	14	yes	1608059250856.jpg	0.5_cm	0.3	2	healthy	1	0	0	0	0	0	0	0															1608059281421.jpg	closed	1608059304395.jpg	3	3	1608059339971.jpg	no			cover	pine bush grass	0	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7286	97b01570-2f95-48bb-88e1-01c1ed591c8e	2020-12-16T02:15:49		275	1	0	0	0	0	0	0
2020-12-15T13:11:00.234-06:00	2020-12-15T13:21:24.244-06:00	CX	4	alive	19.2923108 -99.2990301 3485.0 5.8	19.2923108	-99.2990301	3485	5.8	J	15	yes	1608059907571.jpg	0.5_cm	0.35	2	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608059966388.jpg	closed	1608060032356.jpg	3	3	1608060060877.jpg	no			cover	fir pine grass other bush	1	1	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7287	9505b7bb-8c13-41a9-b33c-5744b08a8bf7	2020-12-16T02:15:59		276	1	0	0	0	0	0	0
2020-12-15T13:21:41.477-06:00	2020-12-15T13:46:40.126-06:00	CX	4	alive	19.2923989 -99.2991166 3469.0 6.0	19.2923989	-99.2991166	3469	6	J	16	yes	1608061448598.jpg	2_cm	1.2	4	other	0	0	0	0	0	0	0	1								less_10	1	0	0	0	0	0	1608061506176.jpg	closed	1608061526226.jpg	4	4	1608061566180.jpg	no			cover	pine fir bush grass other	1	1	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7288	fb19a75e-0a39-4dd4-9648-e91189c00d8c	2020-12-16T02:16:08		277	1	0	0	0	0	0	0
2020-12-15T13:48:53.687-06:00	2020-12-15T13:55:55.702-06:00	CX	4	alive	19.292162 -99.2991748 3458.0 5.2	19.292162	-99.2991748	3458	5.2	J	17	yes	1608061988607.jpg	2_cm	1.7	4	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608062072032.jpg	closed	1608062087957.jpg	5	4	1608062136052.jpg	no			cover	fir pine bush grass other	1	1	0	1	1	1	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7289	655d74f0-690a-495e-bb6e-48b7bbcc558f	2020-12-16T02:16:15		278	1	0	0	0	0	0	0
2020-12-15T13:57:07.381-06:00	2020-12-15T14:01:43.331-06:00	CX	4	alive	19.2922811 -99.2991187 3473.0 4.916	19.2922811	-99.2991187	3473	4.916	J	18	yes	1608062405201.jpg	0.5_cm	0.35	2	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608062449080.jpg	closed	1608062463320.jpg	2	2	1608062488466.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7290	407703b3-55a2-464a-8f6d-a84f8dc7a327	2020-12-16T02:16:24		279	1	0	0	0	0	0	0
2020-12-15T14:03:10.473-06:00	2020-12-15T14:08:34.382-06:00	CX	4	alive	19.2923417 -99.299122 3486.0 4.6	19.2923417	-99.299122	3486	4.6	J	19	yes	1608062781128.jpg	2_cm	1.1	3	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608062835884.jpg	closed	1608062848152.jpg	3	2	1608062894448.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7291	64af7e89-86e5-4cfb-bba7-3953302e61d0	2020-12-16T02:16:35		280	1	0	0	0	0	0	0
2020-12-15T14:08:44.210-06:00	2020-12-15T14:13:15.706-06:00	CX	4	alive	19.2921926 -99.2991783 3463.0 5.0	19.2921926	-99.2991783	3463	5	J	20	yes	1608063085674.jpg	1_cm	0.7	4	healthy	1	0	0	0	0	0	0	0															1608063126929.jpg	closed	1608063141560.jpg	4	3	1608063176273.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7292	697dc226-c25e-47a4-aa0d-08a30f5a042e	2020-12-16T02:16:44		281	1	0	0	0	0	0	0
2020-12-15T12:40:38.696-06	2020-12-15T12:54:42.031-06	CX	6	alive	19.29255364 -99.29898426 3495.0 5.0	19.29255364	-99.29898426	3495	5	I	6	yes	1608058051149.jpg	1_cm	1.2	5	ozone	0	1	0	0	0	0	0	0	Oct-40	0	1	0	0	0	0								1608058257436.jpg	closed	1608058303064.jpg	4	3	1608058418416.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7294	a36688a8-2230-4c1d-b4c2-0887f14d54f5	2020-12-16T02:16:52		282	1	0	0	0	0	0	0
2020-12-15T14:20:28.181-06:00	2020-12-15T14:23:45.496-06:00	CX	4	alive	19.2924368 -99.2990602 3480.0 5.3	19.2924368	-99.2990602	3480	5.3	J	21	yes	1608063718200.jpg	0.5_cm	0.45	2	ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608063758046.jpg	closed	1608063770203.jpg	4	2	1608063807802.jpg	no			cover	fir pine bush grass	1	1	0	1	1	0	yes	2013	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7293	6e1b5b61-4948-4d25-86a1-e3877512c6f8	2020-12-16T02:16:51		283	1	0	0	0	0	0	0
2020-12-15T14:27:06.908-06:00	2020-12-15T14:33:59.788-06:00	CX	4	alive	19.2924128 -99.2991328 3507.0 5.0	19.2924128	-99.2991328	3507	5	J	22	yes	1608064291138.jpg	10_cm	7.5	6	healthy	1	0	0	0	0	0	0	0															1608064349552.jpg	closed	1608064365047.jpg	5	5	1608064399032.jpg	no			exposed	fir pine grass other	1	1	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7295	e66134a6-49cf-40dc-a76d-988ade0b4041	2020-12-16T02:17:00		284	1	0	0	0	0	0	0
