start	end	locality_key	plot	life_condition	coordinates	_coordinates_latitude	_coordinates_longitude	_coordinates_altitude	_coordinates_precision	person_key	tree_number	sampled	photo_tree	tree_diameter_category	tree_heigth	tree_nodes	tree_health	tree_health/healthy	tree_health/ozone	tree_health/fungi	tree_health/drougth	tree_health/worm	tree_health/insect	tree_health/acid_rain	tree_health/other	ozone_damage_percentage	ozone_damage_percentage/less_10	ozone_damage_percentage/10-40	ozone_damage_percentage/50	ozone_damage_percentage/50-70	ozone_damage_percentage/70-100	ozone_damage_percentage/option_6	other_damages_percentage	other_damages_percentage/less_10	other_damages_percentage/10-40	other_damages_percentage/50	other_damages_percentage/50-70	other_damages_percentage/70-100	other_damages_percentage/option_6	photo_health	bud	photo_bud	branch_nodes	nodes_with_leaves	photo_branch	cones	cone_sex	photo_cones	tree_exposition	surronding_vegetation	surronding_vegetation/fir	surronding_vegetation/pine	surronding_vegetation/oak	surronding_vegetation/bush	surronding_vegetation/grass	surronding_vegetation/other	reforested	reforestation_code	__version__	_version_	_Se_colectaron_ac_culas	_id	_uuid	_submission_time	_validation_status	_index							
2020-12-17T13:38:01.220-06:00	2020-12-17T13:45:03.252-06:00	CX	20	alive	19.2867863 -99.3046023 3452.2 4.74	19.2867863	-99.3046023	3452.2	4.74	G	71	yes	1608234195152.jpg	30_cm	20		ozone acid_rain	0	1	0	0	0	0	1	0	Oct-40	0	1	0	0	0	0								1608234239929.jpg	open	1608234254580.jpg	8	2	1608234286693.jpg	no			exposed	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7851	cadc8323-27ad-4ab5-ad1d-6d98323ef80e	2020-12-17T23:27:16		744	1	0	0	0	0	0	0
2020-12-17T12:50:50.428-06:00	2020-12-17T12:58:56.483-06:00	CX	19	alive	19.2864602 -99.3048625 3450.0 10.72	19.2864602	-99.3048625	3450	10.72	F	74	yes	1608231327181.jpg	2_cm	5	8	drougth ozone	0	1	0	1	0	0	0	0	Oct-40	0	1	0	0	0	0								1608231424317.jpg	not_visible	1608231450439.jpg	8	1	1608231519491.jpg	no			cover	fir grass other	1	0	0	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7852	27e4f709-30b4-4525-9a8e-13fe91d2ba3c	2020-12-17T23:27:38		745	1	0	0	0	0	0	0
2020-12-16T17:22:02.754-06:00	2020-12-16T17:25:34.124-06:00	CX	13	alive	19.292188 -99.306598 3483.38525390625 4.864	19.292188	-99.306598	3483.385254	4.864	B	71	yes	1608160987909.jpg	6_cm	1.65	9	drougth	0	0	0	1	0	0	0	0								Oct-40	0	1	0	0	0	0	1608161043561.jpg	closed	1608161058326.jpg	7	6	1608161114056.jpg	no			cover	pine bush grass other	0	1	0	1	1	1	yes	2015	vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7861	b669b140-cfd5-4082-a274-79f0de2fb42d	2020-12-18T01:53:03		746	1	0	0	0	0	0	0
2020-12-16T13:40:31.629-05:00	2020-12-16T13:47:13.020-05:00	CX	11	alive						L	36	yes	1608144149741.jpg	10_cm	7	9	drougth	0	0	0	1	0	0	0	0								Oct-40	0	1	0	0	0	0	1608144203073.jpg	not_visible	1608144267874.jpg	6	2	1608144321188.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7860	9f150a79-cebe-42d3-a8cc-e8d41fddfc02	2020-12-18T01:49:43		747	1	0	0	0	0	0	0
2020-12-17T10:23:09.578-06:00	2020-12-17T10:36:52.791-06:00	CX	18	alive	19.2855776 -99.3020776 3455.42041015625 4.966	19.2855776	-99.3020776	3455.42041	4.966	B	72	yes	1608222432041.jpg	30_cm	18		ozone acid_rain other	0	1	0	0	0	0	1	1	Oct-40	0	1	0	0	0	0								1608222651925.jpg	not_visible	1608222807805.jpg	15	4	1608222963329.jpg	not_sure			exposed	pine bush grass other	0	1	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7862	08b997f7-497c-463c-b4d5-62743c5ada03	2020-12-18T01:55:50		748	1	0	0	0	0	0	0
2020-12-17T10:39:43.637-06:00	2020-12-17T10:44:02.766-06:00	CX	18	alive	19.2855091 -99.3021256 3467.81982421875 4.447	19.2855091	-99.3021256	3467.819824	4.447	B	73	yes	1608223246520.jpg	30_cm	11	15	ozone drougth acid_rain other	0	1	0	1	0	0	1	1	50-70	0	0	0	1	0	0								1608223324438.jpg	not_visible	1608223345311.jpg	15	6	1608223422992.jpg	no			exposed	pine bush other grass	0	1	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7863	4cfeb740-626c-4948-8a2a-c7fc28551d56	2020-12-18T01:58:40		749	1	0	0	0	0	0	0
2020-12-17T12:03:02.498-06:00	2020-12-17T12:07:59.364-06:00	CX	19	alive	19.2864618 -99.3047189 3454.624267578125 4.258	19.2864618	-99.3047189	3454.624268	4.258	B	74	yes	1608228293211.jpg	6_cm	4	10	ozone acid_rain other	0	1	0	0	0	0	1	1	50-70	0	0	0	1	0	0								1608228366923.jpg	closed	1608228421813.jpg	6	3	1608228456028.jpg	no			exposed	grass other oak	0	0	1	0	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7865	e85cbb50-2381-4b2c-b8d4-2140e3fb7bb2	2020-12-18T02:02:01		750	1	0	0	0	0	0	0
2020-12-17T12:11:39.723-06:00	2020-12-17T12:17:10.938-06:00	CX	19	alive	19.2865027 -99.3047759 3448.34375 4.261	19.2865027	-99.3047759	3448.34375	4.261	B	75	yes	1608228876322.jpg	6_cm	3	9	ozone drougth acid_rain other	0	1	0	1	0	0	1	1	Oct-40	0	1	0	0	0	0								1608228940736.jpg	closed	1608228956930.jpg	5	2	1608229015018.jpg	no			exposed	fir bush grass other	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7867	0ae0ebd1-4215-4a98-a04e-ddf28210510d	2020-12-18T02:05:08		751	1	0	0	0	0	0	0
2020-12-16T14:01:47.943-05:00	2020-12-16T14:07:10.422-05:00	CX	11	alive						L	38	yes	1608145477621.jpg	2_cm	3	7	drougth	0	0	0	1	0	0	0	0								less_10	1	0	0	0	0	0	1608145528147.jpg	closed	1608145577322.jpg	6	2	1608145617505.jpg	no			cover	fir pine	1	1	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7866	13c6281b-863f-4b18-8163-a60a87cfa541	2020-12-18T02:02:04		752	1	0	0	0	0	0	0
2020-12-17T12:19:18.928-06:00	2020-12-17T12:22:16.015-06:00	CX	19	alive	19.2864798 -99.3047672 3456.3173828125 4.576	19.2864798	-99.3047672	3456.317383	4.576	B	76	yes	1608229204334.jpg	2_cm	4	7	acid_rain drougth other	0	0	0	1	0	0	1	1								70-100	0	0	0	0	1	0	1608229257231.jpg	closed	1608229270851.jpg	7	3	1608229317353.jpg	no			cover	fir bush grass other	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7868	5e978957-ef8a-4987-8b6c-016a530954f6	2020-12-18T02:08:35		753	1	0	0	0	0	0	0
2020-12-17T12:26:08.593-06:00	2020-12-17T12:30:34.679-06:00	CX	19	alive	19.2864493 -99.3047565 3445.482177734375 4.814	19.2864493	-99.3047565	3445.482178	4.814	B	77	yes	1608229657349.jpg	30_cm	24		drougth ozone acid_rain other	0	1	0	1	0	0	1	1	Oct-40	0	1	0	0	0	0								1608229708842.jpg	not_visible	1608229731638.jpg	13	5	1608229817245.jpg	not_sure			exposed	fir bush grass other	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7869	10f9aeaf-0aef-4727-8e4b-c58a6bb2d9e3	2020-12-18T02:11:32		754	1	0	0	0	0	0	0
2020-12-17T12:31:22.072-06:00	2020-12-17T12:35:29.829-06:00	CX	19	alive	19.2864876 -99.3047526 3449.662841796875 4.274	19.2864876	-99.3047526	3449.662842	4.274	B	78	yes	1608229942838.jpg	2_cm	3.2	9	ozone other drougth acid_rain	0	1	0	1	0	0	1	1	Oct-40	0	1	0	0	0	0								1608230019900.jpg	closed	1608230067737.jpg	5	3	1608230114072.jpg	no			cover	fir bush other grass	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7871	1b679fae-6f7e-467c-9aa5-1b0c96b4fe39	2020-12-18T02:15:17		755	1	0	0	0	0	0	0
2020-12-16T14:10:09.703-05:00	2020-12-16T14:14:19.654-05:00	CX	11	alive						L	39	yes	1608145933752.jpg	2_cm	2	5	drougth	0	0	0	1	0	0	0	0								50-70	0	0	0	1	0	0	1608145984975.jpg	closed	1608146011235.jpg	4	2	1608146044992.jpg	no			cover	fir pine	1	1	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7870	987302d7-f843-44c9-baf4-450fe1ac45fd	2020-12-18T02:12:02		756	1	0	0	0	0	0	0
2020-12-17T12:44:29.902-06:00	2020-12-17T12:48:23.132-06:00	CX	19	alive	19.2865104 -99.3047345 3449.8125 4.481	19.2865104	-99.3047345	3449.8125	4.481	B	80	yes	1608230721214.jpg	30_cm	15		acid_rain drougth ozone other	0	1	0	1	0	0	1	1	50-70	0	0	0	1	0	0								1608230757733.jpg	not_visible	1608230809888.jpg	8	3	1608230867374.jpg	no			cover	fir bush grass other	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7873	295c9e3d-7440-40f1-8829-711031643a58	2020-12-18T02:21:29		757	1	0	0	0	0	0	0
2020-12-17T12:55:53.287-06:00	2020-12-17T13:00:39.940-06:00	CX	19	alive	19.2865261 -99.3047454 3458.7880859375 4.775	19.2865261	-99.3047454	3458.788086	4.775	B	81	yes	1608231423041.jpg	30_cm	7.2	14	ozone acid_rain drougth other	0	1	0	1	0	0	1	1	50-70	0	0	0	1	0	0								1608231553430.jpg	not_visible	1608231578832.jpg	10	3	1608231628104.jpg	no			exposed	fir bush other grass	1	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7875	34962df2-f019-4ee4-ab48-c6f807fb5971	2020-12-18T02:24:18		758	1	0	0	0	0	0	0
2020-12-16T10:35:01.971-06:00	2020-12-16T11:03:12.968-06:00	CX	9	alive	19.2910048 -99.3027074 3469.512494955212 5.0	19.2910048	-99.3027074	3469.512495	5	M	1	yes	1608138048145.jpg	0.5_cm	0.3	4	healthy	1	0	0	0	0	0	0	0															1608138115158.jpg	closed	1608138137166.jpg	2	2	1608138168100.jpg	no			exposed	pine fir	1	1	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7835	73848eb9-f253-438f-9e74-465cc2f5be4b	2020-12-17T23:23:03		759	1	0	0	0	0	0	0
2020-12-16T11:07:23.300-06:00	2020-12-16T11:20:41.184-06:00	CX	9	alive	19.2909419 -99.3023421 3510.7574389409274 6.059	19.2909419	-99.3023421	3510.757439	6.059	M	2	yes	1608138546226.jpg	1_cm	0.5	5	healthy	1	0	0	0	0	0	0	0															1608138615736.jpg	closed	1608138660037.jpg	4	3	1608138710817.jpg	no			cover	fir pine grass	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7877	21a0cad1-434b-42fe-94ca-971721cba014	2020-12-18T02:33:03		760	1	0	0	0	0	0	0
2020-12-16T11:16:19.768-06:00	2020-12-16T11:20:04.616-06:00	CX	9	alive	19.291178 -99.3025707 3541.9275019234046 5.0	19.291178	-99.3025707	3541.927502	5	M	3	yes	1608139035855.jpg	0.5_cm	0.35	4	healthy	1	0	0	0	0	0	0	0															1608139087290.jpg	closed	1608139149043.jpg	1	1	1608139179120.jpg	no			cover	fir pine grass	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7878	bc6614e2-6c6f-4c0c-b9ae-b94b03490c7d	2020-12-18T02:35:45		761	1	0	0	0	0	0	0
2020-12-16T14:25:31.035-05:00	2020-12-16T14:31:25.709-05:00	CX	11	alive	19.2909048 -99.3066181 3479.0 4.9	19.2909048	-99.3066181	3479	4.9	L	41	yes	1608146913064.jpg	30_cm	11	9	drougth	0	0	0	1	0	0	0	0								Oct-40	0	1	0	0	0	0	1608146962433.jpg	closed	1608147020854.jpg	4	2	1608147066013.jpg	not_sure			cover	fir pine	1	1	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7876	8980b321-1c6f-4314-a0f6-caefd58542be	2020-12-18T02:33:02		762	1	0	0	0	0	0	0
2020-12-16T11:35:56.536-06:00	2020-12-16T11:41:37.377-06:00	CX	9	alive	19.2908653 -99.3026152 3492.608558247797 7.67	19.2908653	-99.3026152	3492.608558	7.67	M	5	yes	1608140259769.jpg	1_cm	0.5	7	other	0	0	0	0	0	0	0	1								Oct-40	0	1	0	0	0	0	1608140368628.jpg	closed	1608140390221.jpg	5	3	1608140418182.jpg	no			cover	fir grass pine	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7880	ae35ffd8-a17e-4e31-a6f4-a87c73ee1a45	2020-12-18T02:40:27		763	1	0	0	0	0	0	0
2020-12-16T11:57:13.632-06:00	2020-12-16T12:03:30.390-06:00	CX	9	alive	19.2909874 -99.3020735 3540.010591345839 6.775	19.2909874	-99.3020735	3540.010591	6.775	M	6	yes	1608141537416.jpg	40_cm	40		healthy	1	0	0	0	0	0	0	0															1608141648808.jpg	closed	1608141666302.jpg	15	4	1608141757968.jpg	yes	female	1608141797856.jpg	exposed	fir pine	1	1	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7882	475d82cd-be67-4afb-9ec9-183ff38041ad	2020-12-18T02:42:47		764	1	0	0	0	0	0	0
2020-12-16T14:34:57.952-05:00	2020-12-16T14:39:11.648-05:00	CX	11	alive	19.2908797 -99.3065851 3474.0 8.1	19.2908797	-99.3065851	3474	8.1	L	42	yes	1608147438176.jpg	1_cm	45		healthy	1	0	0	0	0	0	0	0															1608147481695.jpg	closed	1608147506038.jpg	5	2	1608147535993.jpg	no			cover	fir pine bush	1	1	0	1	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7881	0260fef5-a4cd-44da-a781-fb4a19b63f20	2020-12-18T02:42:10		765	1	0	0	0	0	0	0
2020-12-16T14:38:35.940-06:00	2020-12-16T14:47:39.862-06:00	CX	10	alive	19.290472 -99.3065186 3489.4224353954196 5.0	19.290472	-99.3065186	3489.422435	5	M	7	yes	1608151338755.jpg	10_cm	17		healthy	1	0	0	0	0	0	0	0															1608151478020.jpg	closed	1608151503094.jpg	10	6	1608151571668.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7886	257e2eb8-2983-4035-97b5-d775d2afed09	2020-12-18T02:48:48		766	1	0	0	0	0	0	0
2020-12-16T14:51:53.412-06:00	2020-12-16T14:55:11.809-06:00	CX	10	alive	19.2902205 -99.3063333 3476.0388951422647 5.0	19.2902205	-99.3063333	3476.038895	5	M	8	yes	1608151955383.jpg	2_cm	2.5	13	healthy	1	0	0	0	0	0	0	0															1608152026186.jpg	not_visible	1608152059108.jpg	4	4	1608152100890.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7888	caf38980-b5ba-4ed2-b932-a57ac5b2688a	2020-12-18T02:51:54		767	1	0	0	0	0	0	0
2020-12-16T14:42:48.930-05:00	2020-12-16T14:48:13.551-05:00	CX	11	alive	19.2907904 -99.3065887 3466.0 6.5	19.2907904	-99.3065887	3466	6.5	L	43	yes	1608147899667.jpg	30_cm	11	11	drougth	0	0	0	1	0	0	0	0								less_10 10-40	1	1	0	0	0	0	1608147993514.jpg	not_visible	1608148026476.jpg	6	3	1608148070497.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7887	dcfd20ed-c740-4e47-b1d1-eac5fa0a1b58	2020-12-18T02:50:19		768	1	0	0	0	0	0	0
2020-12-16T14:52:19.746-05:00	2020-12-16T14:55:54.592-05:00	CX	11	alive	19.2908596 -99.3066361 3482.0 4.9	19.2908596	-99.3066361	3482	4.9	L	44	yes	1608148432749.jpg	30_cm	12	8	ozone drougth	0	1	0	1	0	0	0	0	Oct-40	0	1	0	0	0	0								1608148479868.jpg	closed	1608148498123.jpg	6	2	1608148540869.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7890	677983db-a443-47c4-a2d6-a29f8773139a	2020-12-18T03:03:33		769	1	0	0	0	0	0	0
2020-12-16T14:58:55.721-05:00	2020-12-16T15:03:16.054-05:00	CX	11	alive	19.2907802 -99.3066352 3472.0 5.75	19.2907802	-99.3066352	3472	5.75	L	45	yes	1608148879085.jpg	1_cm	1	3	ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608148929224.jpg	closed	1608148953720.jpg	5	3	1608148984863.jpg	no			cover	fir pine bush	1	1	0	1	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7891	e79c4054-8577-472b-a7b9-0e6a9423d389	2020-12-18T03:12:51		770	1	0	0	0	0	0	0
2020-12-19T13:41:40.630-06:00	2020-12-19T13:44:07.558-06:00	CX	31	dead	19.2983233 -99.2996321 3431.82958984375 4.192	19.2983233	-99.2996321	3431.82959	4.192				1608406938805.jpg	40_cm	5	0																																	exposed	bush grass other	0	0	0	1	1	1	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		8263	b0b5b61d-1d1b-4fbd-833b-d4fe115701c5	2020-12-20T00:05:49		771	1	0	0	0	0	0	0
2020-12-16T17:08:34.040-05:00	2020-12-16T17:12:02.120-05:00	CX	14	alive	19.292416 -99.306089 3482.0 5.0	19.292416	-99.306089	3482	5	L	48	yes	1608156597052.jpg	2_cm	3	8	ozone drougth	0	1	0	1	0	0	0	0	less_10 10-40	1	1	0	0	0	0								1608156648974.jpg	closed	1608156677981.jpg	8	3	1608156706973.jpg	no			cover	fir pine grass	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7894	af265689-b3ae-4ad5-953b-d085fe4b3cdc	2020-12-18T03:34:26		772	1	0	0	0	0	0	0
2020-12-17T10:34:50.318-05:00	2020-12-17T10:41:51.011-05:00	CX	17	alive	19.2849765 -99.3018323 3467.0 5.0	19.2849765	-99.3018323	3467	5	L	51	yes	1608219460052.jpg	40_cm	14	12	ozone drougth	0	1	0	1	0	0	0	0	Oct-40	0	1	0	0	0	0								1608219562449.jpg	closed	1608219591366.jpg	3	3	1608219640156.jpg	yes	female	1608219694054.jpg	cover	pine grass	0	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7895	1293ea5e-726e-45e3-bcd9-e2cd22416b3e	2020-12-18T03:44:31		773	1	0	0	0	0	0	0
2020-12-17T10:50:35.308-05:00	2020-12-17T10:55:38.472-05:00	CX	17	alive	19.2850542 -99.3018958 3462.0 5.0	19.2850542	-99.3018958	3462	5	L	52	yes	1608220348009.jpg	10_cm	2.3	7	ozone drougth	0	1	0	1	0	0	0	0	less_10	1	0	0	0	0	0								1608220404396.jpg	closed	1608220445246.jpg	6	3	1608220503796.jpg	no			cover	fir oak grass	1	0	1	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7896	a237d83b-0eb1-4f1b-bbf9-ff22aea9ba03	2020-12-18T03:58:08		774	1	0	0	0	0	0	0
2020-12-17T11:01:40.693-05:00	2020-12-17T11:05:09.889-05:00	CX	17	alive	19.2849641 -99.3019732 3436.0 7.4	19.2849641	-99.3019732	3436	7.4	L	53	yes	1608221006182.jpg	2_cm	2.5	4	healthy	1	0	0	0	0	0	0	0															1608221042160.jpg	closed	1608221068159.jpg	3	2	1608221095245.jpg	no			cover	fir pine grass bush	1	1	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7897	6410ecbf-96da-4e90-a616-2ca8ba2f6fad	2020-12-18T04:08:56		775	1	0	0	0	0	0	0
2020-12-17T10:39:15.731-06:00	2020-12-17T10:44:24.866-06:00	CX	17	alive	19.284957 -99.3018433 3479.2 4.625	19.284957	-99.3018433	3479.2	4.625	K	61	yes	1608223202565.jpg	30_cm	15		ozone	0	1	0	0	0	0	0	0	less_10	1	0	0	0	0	0								1608223253232.jpg	not_visible	1608223275225.jpg	12	8	1608223354113.jpg	no			exposed	grass	0	0	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7898	17b41ddf-7825-4553-9bd0-7e690ecefd92	2020-12-18T04:32:01		776	1	0	0	0	0	0	0
2020-12-17T13:40:26.827-05:00	2020-12-17T13:42:32.950-05:00	CX	20	dead	19.2867826 -99.3046849 3443.0 6.583	19.2867826	-99.3046849	3443	6.583				1608230517956.jpg	2_cm	2	8																																	cover	fir pine	1	1	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7901	629884bb-6403-4089-963d-077ea7d7a968	2020-12-18T05:05:22		777	1	0	0	0	0	0	0
2020-12-17T13:43:48.089-05:00	2020-12-17T13:46:54.000-05:00	CX	20	alive	19.286726 -99.3046371 3448.0 6.1	19.286726	-99.3046371	3448	6.1	L	63	yes	1608230702981.jpg	1_cm	1	6	other	0	0	0	0	0	0	0	1								less_10	1	0	0	0	0	0	1608230755563.jpg	not_visible	1608230773747.jpg	5	2	1608230803673.jpg	no			cover	fir pine grass	1	1	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7902	c9b064a9-0599-4d3f-9ed0-18958c116bc5	2020-12-18T05:08:37		778	1	0	0	0	0	0	0
2020-12-16T16:34:23.695-05:00	2020-12-16T16:39:52.477-05:00	CX	15	alive	19.2930686 -99.3069273 3467.0 5.0	19.2930686	-99.3069273	3467	5	L	46	yes	1608154558828.jpg	30_cm	2.3	3	other	0	0	0	0	0	0	0	1								less_10	1	0	0	0	0	0	1608154644891.jpg	closed	1608154698596.jpg	5	3	1608154758283.jpg	no			exposed	bush	0	0	0	1	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7892	39e4bafa-4d66-4d3f-9976-13cbceb8f63b	2020-12-18T03:23:24		779	1	0	0	0	0	0	0
2020-12-16T16:44:11.132-05:00	2020-12-16T16:47:53.676-05:00	CX	15	alive	19.2930561 -99.3069724 3459.0 5.0	19.2930561	-99.3069724	3459	5	L	47	yes	1608155115933.jpg	10_cm	8	10	ozone	0	1	0	0	0	0	0	0	less_10 10-40	1	1	0	0	0	0								1608155183751.jpg	closed	1608155213822.jpg	9	6	1608155251761.jpg	no			exposed	bush grass	0	0	0	1	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7893	2e85edb0-d39b-4ac8-bc3e-637e2ab18b82	2020-12-18T03:29:25		780	1	0	0	0	0	0	0
2020-12-17T10:49:16.050-06:00	2020-12-17T10:52:42.017-06:00	CX	17	alive	19.2850748 -99.3019593 3491.3 4.9	19.2850748	-99.3019593	3491.3	4.9	K	62	yes	1608223801947.jpg	10_cm	5	9	ozone	0	1	0	0	0	0	0	0	50	0	0	1	0	0	0								1608223865358.jpg	closed	1608223882944.jpg	7	6	1608223928043.jpg	no			exposed	grass	0	0	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7904	0e6d6510-fa60-44ae-917d-8b655c5d2077	2020-12-18T09:40:28		781	1	0	0	0	0	0	0
2020-12-17T10:57:00.226-06:00	2020-12-17T10:59:58.636-06:00	CX	17	alive	19.2850612 -99.301919 3484.2 4.48	19.2850612	-99.301919	3484.2	4.48	K	63	yes	1608224271234.jpg	10_cm	5	7	ozone	0	1	0	0	0	0	0	0	Oct-40	0	1	0	0	0	0								1608224328603.jpg	closed	1608224346575.jpg	6	6	1608224388496.jpg	no			exposed	grass	0	0	0	0	1	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7905	77624ed0-06a4-445b-917a-fcb5a3d71c00	2020-12-18T09:40:54		782	1	0	0	0	0	0	0
2020-12-17T12:32:40.497-06:00	2020-12-17T12:36:18.742-06:00	CX	20	alive	19.2867635 -99.3047266 3482.0 4.833	19.2867635	-99.3047266	3482	4.833	K	64	yes	1608230012025.jpg	6_cm	4	8	healthy	1	0	0	0	0	0	0	0															1608230054665.jpg	open	1608230077510.jpg	5	5	1608230103295.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7906	e84e82ea-86ce-4ccc-b573-082b5fc4086d	2020-12-18T09:41:35		783	1	0	0	0	0	0	0
2020-12-17T12:38:03.782-06:00	2020-12-17T12:42:11.542-06:00	CX	20	alive	19.2866746 -99.3047271 3477.2 4.94	19.2866746	-99.3047271	3477.2	4.94	K	65	yes	1608230353728.jpg	30_cm	12	14	healthy	1	0	0	0	0	0	0	0															1608230408798.jpg	open	1608230472560.jpg	10	8	1608230509724.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7907	da1f73ed-87bf-41bc-95cd-3dbb550acee6	2020-12-18T09:42:05		784	1	0	0	0	0	0	0
2020-12-17T12:46:34.977-06:00	2020-12-17T12:49:32.552-06:00	CX	20	alive	19.2867042 -99.3048516 3474.5 4.86	19.2867042	-99.3048516	3474.5	4.86	K	66	yes	1608230848400.jpg	10_cm	7	11	healthy	1	0	0	0	0	0	0	0															1608230892545.jpg	open	1608230925426.jpg	7	5	1608230955275.jpg	no			cover	fir	1	0	0	0	0	0	no		vXUqLb5yRUz3beTZ5RH2Po	ve2Ra7B3R6qR3ReDevQ9eJ		7908	13b9028a-56cd-4462-9cb4-bf271e5794b5	2020-12-18T09:42:27		785	1	0	0	0	0	0	0
